Suburb,Suburb Latitude,Suburb Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Castle Hill,-33.7315318,151.0071718,Castle Towers Food Court,-33.73134162628333,151.0054155368863,Food Court
Castle Hill,-33.7315318,151.0071718,Leaf Cafe & Co,-33.73632,151.03212,Café
Castle Hill,-33.7315318,151.0071718,Shepherd's Bakehouse,-33.73057220287949,151.00601832106642,Bakery
Castle Hill,-33.7315318,151.0071718,McDonald's,-33.73137198542328,151.00537678856642,Fast Food Restaurant
Castle Hill,-33.7315318,151.0071718,Castle Towers Piazza,-33.732312710797125,151.00486810647604,Food Court
Castle Hill,-33.7315318,151.0071718,Al Aseel,-33.732536,151.00438,Middle Eastern Restaurant
Castle Hill,-33.7315318,151.0071718,Papparich Castle Hill,-33.732263,151.004806,Malay Restaurant
Castle Hill,-33.7315318,151.0071718,Betty's Burgers & Concrete Co.,-33.732588,151.005094,Burger Joint
Castle Hill,-33.7315318,151.0071718,Gami Chicken & Beer,-33.732302,151.004783,Fried Chicken Joint
Castle Hill,-33.7315318,151.0071718,Passiontree Velvet,-33.728985,151.00726,Café
Castle Hill,-33.7315318,151.0071718,Roll'd,-33.729922,151.006569,Vietnamese Restaurant
Castle Hill,-33.7315318,151.0071718,Saigon Phoever,-33.73314666748047,151.00611877441406,Vietnamese Restaurant
Castle Hill,-33.7315318,151.0071718,eVent Cinemas,-33.73219740810045,151.00483225466562,Movie Theater
Castle Hill,-33.7315318,151.0071718,Frankie’s Food Factory,-33.708323,151.011708,Café
Castle Hill,-33.7315318,151.0071718,Beanmeister Cafe,-33.72733780841243,150.98128794101018,Café
Castle Hill,-33.7315318,151.0071718,Stanton,-33.729744,151.00658,Café
Castle Hill,-33.7315318,151.0071718,McDonald's,-33.73331160935124,151.0027737384327,Fast Food Restaurant
Castle Hill,-33.7315318,151.0071718,Castle Hill RSL,-33.72678172527511,150.99723614628675,Bar
Castlecrag,-33.8003455,151.2197795,High Street Bakery,-33.795624787475965,151.20049067915852,Bakery
Castlecrag,-33.8003455,151.2197795,5 Loaves 2 Fish,-33.829629,151.220478,Café
Castlecrag,-33.8003455,151.2197795,Staple Bread & Necessities,-33.791515,151.243508,Bakery
Castlecrag,-33.8003455,151.2197795,ThaiTanium,-33.8173442701279,151.20125231898194,Thai Restaurant
Castlecrag,-33.8003455,151.2197795,Chat Thai Chatswood,-33.795277,151.1884,Thai Restaurant
Castlecrag,-33.8003455,151.2197795,Forsyth Coffee & Tea,-33.81759210849259,151.20104026816705,Coffee Shop
Castlecrag,-33.8003455,151.2197795,Ribs & Burgers,-33.792352474133054,151.1954637231054,Burger Joint
Castlecrag,-33.8003455,151.2197795,Ray's Place,-33.79161,151.19905,Café
Castlecrag,-33.8003455,151.2197795,Cafe Mosman,-33.825327054968405,151.2422588284436,Café
Castlecrag,-33.8003455,151.2197795,Le Breton Patisserie,-33.824686663246844,151.23920917510983,Dessert Shop
Castlecrag,-33.8003455,151.2197795,Kürtősh,-33.82452705987874,151.20088051005328,Café
Castlecrag,-33.8003455,151.2197795,Guzman Y Gomez,-33.824644919393194,151.20123243130013,Mexican Restaurant
Castlecrag,-33.8003455,151.2197795,The Oaks,-33.82997406846877,151.21931833104165,Pub
Castlecrag,-33.8003455,151.2197795,Manpuku Chatswood,-33.79427485699891,151.18955911960367,Japanese Restaurant
Castlecrag,-33.8003455,151.2197795,Grill'd,-33.82982001429307,151.22117326961063,Burger Joint
Castlecrag,-33.8003455,151.2197795,Ramen Zundo Sapporo,-33.795044,151.18785,Ramen Restaurant
Castlecrag,-33.8003455,151.2197795,Bean Central,-33.82266,151.21948,Café
Castlecrag,-33.8003455,151.2197795,The Alchemist,-33.82157,151.21525,Café
Castlecrag,-33.8003455,151.2197795,SHUK,-33.79512,151.18799,Israeli Restaurant
Castlecrag,-33.8003455,151.2197795,Seaforth Bakehouse,-33.79755679096247,151.24967336742182,Bakery
Casula,-33.9522222,150.89527780000003,La Mono,-33.954678,150.89586,Lebanese Restaurant
Casula,-33.9522222,150.89527780000003,McDonald's,-33.93093443297759,150.91796215682018,Fast Food Restaurant
Casula,-33.9522222,150.89527780000003,RASHAYS,-33.930929453457914,150.91731417221362,Australian Restaurant
Casula,-33.9522222,150.89527780000003,Chan's Canton Village,-33.95711,150.88523,Chinese Restaurant
Casula,-33.9522222,150.89527780000003,Bellbird Dining & Bar,-33.94941,150.91298,Café
Casula,-33.9522222,150.89527780000003,Red Rooster,-33.95702984822199,150.8828799140719,Fast Food Restaurant
Casula,-33.9522222,150.89527780000003,Casula Fruit Market,-33.94290026899976,150.91112563792126,Deli / Bodega
Casula,-33.9522222,150.89527780000003,Aquacotta,-33.92758450232901,150.90891015298826,Italian Restaurant
Casula,-33.9522222,150.89527780000003,Fiusion Pizza,-33.935402,150.90611,Pizza Place
Casula,-33.9522222,150.89527780000003,Domino's Pizza,-33.93505466090731,150.91537045739344,Pizza Place
Casula,-33.9522222,150.89527780000003,Mr Ko,-33.94738232692341,150.90049728510309,Chinese Restaurant
Casula,-33.9522222,150.89527780000003,Big Daddy’s Burger Bar,-33.958685,150.88135,Fast Food Restaurant
Casula,-33.9522222,150.89527780000003,McDonald's,-33.939891127714766,150.9124569732694,Fast Food Restaurant
Casula,-33.9522222,150.89527780000003,Oporto,-33.95584757441493,150.8920652214981,Fried Chicken Joint
Casula,-33.9522222,150.89527780000003,"That's Fishy, Casula Mall",-33.94728385908992,150.90054840848418,Seafood Restaurant
Casula,-33.9522222,150.89527780000003,Piccolo Me,-33.947035,150.923981,Café
Casula,-33.9522222,150.89527780000003,KFC,-33.95937068964022,150.88218940575638,Fast Food Restaurant
Casula,-33.9522222,150.89527780000003,Subway,-33.927055,150.89629,Sandwich Place
Casula,-33.9522222,150.89527780000003,Preston’s Bakery,-33.949938,150.86373,Bakery
Casula,-33.9522222,150.89527780000003,Pasta Italia Cucina & Pastificio,-33.95547992169607,150.89218712432614,Italian Restaurant
Catherine Field,-33.9926657,150.7650245,McDonald's,-33.996086,150.79024,Fast Food Restaurant
Catherine Field,-33.9926657,150.7650245,the chocolate room,-33.999565,150.740291,Dessert Shop
Catherine Field,-33.9926657,150.7650245,Red Rooster,-34.01413230244617,150.75675571726663,Fast Food Restaurant
Catherine Field,-33.9926657,150.7650245,Golden Triangle Sydney,-34.019733,150.76451,Restaurant
Catherine Field,-33.9926657,150.7650245,Daily Bean,-33.99979564129051,150.74054326900216,Café
Catherine Field,-33.9926657,150.7650245,14 North 108 East,-33.99616,150.792214,Vietnamese Restaurant
Catherine Field,-33.9926657,150.7650245,Donut King,-33.999981,150.740771,Donut Shop
Cawdor,-34.0996474,150.6726512,Camden Valley Inn,-34.09174016520495,150.69446737095294,Pub
Cecil Hills,-33.89,150.8511111,Mili & Co,-33.887232,150.848412,Café
Cecil Hills,-33.89,150.8511111,Pho 76 Vietnamese & Chinese Restaurant,-33.9076694004877,150.8671744909715,Asian Restaurant
Cecil Hills,-33.89,150.8511111,McDonald's,-33.888235611539386,150.88175224821254,Fast Food Restaurant
Cecil Hills,-33.89,150.8511111,McDonald's,-33.89422463451437,150.8498108105399,Fast Food Restaurant
Cecil Hills,-33.89,150.8511111,Thai Orchard House,-33.877573,150.882771,Thai Restaurant
Cecil Hills,-33.89,150.8511111,Cecil Hills Takeaway Cafe,-33.88746145108704,150.84941660546818,Café
Cecil Hills,-33.89,150.8511111,Xangpuak,-33.90274122124119,150.86880410592005,Restaurant
Cecil Hills,-33.89,150.8511111,Breakfast Club,-33.913467,150.872207,Asian Restaurant
Cecil Hills,-33.89,150.8511111,Giglio's Fresh Chickens,-33.88615328274844,150.87016711693096,Fried Chicken Joint
Cecil Hills,-33.89,150.8511111,Pisa Cakes,-33.876193,150.876837,Dessert Shop
Cecil Hills,-33.89,150.8511111,Crust Gourmet Pizza Bar,-33.888126,150.882251,Pizza Place
Cecil Hills,-33.89,150.8511111,Orchid House,-33.87644877623281,150.87734584422387,Thai Restaurant
Cecil Hills,-33.89,150.8511111,Lux,-33.918135,150.854426,Café
Cecil Hills,-33.89,150.8511111,Valley Kebabs,-33.907338354130744,150.86699813525235,Kebab Restaurant
Cecil Hills,-33.89,150.8511111,Harvest Cafe,-33.88294796712915,150.86996266449628,Café
Cecil Hills,-33.89,150.8511111,McDonald's,-33.9073906819677,150.86606423857117,Fast Food Restaurant
Cecil Hills,-33.89,150.8511111,Guzman y Gomez,-33.91744906446532,150.85510618650824,Mexican Restaurant
Cecil Hills,-33.89,150.8511111,Golden King 2000,-33.90262618583129,150.86889659558494,Chinese Restaurant
Cecil Hills,-33.89,150.8511111,HARV.est Cafe and Bar,-33.88636695177758,150.87015231299523,Café
Cecil Hills,-33.89,150.8511111,Edensor Park Continental Deli,-33.87626,150.8768,Deli / Bodega
Cecil Park,-33.8922547,150.8135524,BP,-33.88004,150.79178,Gas Station
Cecil Park,-33.8922547,150.8135524,Pie&Co,-33.91945266723633,150.8147430419922,Bakery
Cecil Park,-33.8922547,150.8135524,Dolphin Takeaway,-33.919645,150.814706,Burger Joint
Cecil Park,-33.8922547,150.8135524,West Hoxton Shops,-33.91953878408161,150.81434726715088,Shopping Mall
Centennial Park,-33.8977778,151.2338889,Ichi-ban Boshi (一番星) (Ichi-ban Boshi),-33.89203517962754,151.248637241122,Japanese Restaurant
Centennial Park,-33.8977778,151.2338889,Holly,-33.891799,151.252065,Café
Centennial Park,-33.8977778,151.2338889,McDonald's,-33.91966502452428,151.2272219038569,Fast Food Restaurant
Centennial Park,-33.8977778,151.2338889,McDonald’s,-33.905933,151.203319,Fast Food Restaurant
Centennial Park,-33.8977778,151.2338889,Hungry Chefs,-33.9011805,151.20972189999998,Café
Centennial Park,-33.8977778,151.2338889,Et Al,-33.87295234265801,151.22427024499234,Australian Restaurant
Centennial Park,-33.8977778,151.2338889,The Foodary,-33.891452,151.249749,Coffee Shop
Centennial Park,-33.8977778,151.2338889,Cuckoo Callay,-33.88613556141167,151.21376867253363,Café
Centennial Park,-33.8977778,151.2338889,Reuben Hills Coffee Roastery & Café,-33.882866431534566,151.2110135773223,Café
Centennial Park,-33.8977778,151.2338889,Bourke Street Bakery,-33.88949064363281,151.2149628453617,Bakery
Centennial Park,-33.8977778,151.2338889,Oratnek,-33.89003107838517,151.20440981595934,Café
Centennial Park,-33.8977778,151.2338889,Royal Randwick Shopping Centre,-33.91523775675091,151.24108022247822,Shopping Mall
Centennial Park,-33.8977778,151.2338889,Artificer Specialty Coffee Bar & Roastery,-33.88708868718541,151.21533119031227,Coffee Shop
Centennial Park,-33.8977778,151.2338889,Cafe Kentaro,-33.89063560521684,151.21480628216042,Café
Centennial Park,-33.8977778,151.2338889,Sushigoi,-33.92058978051344,151.25530461966497,Sushi Restaurant
Centennial Park,-33.8977778,151.2338889,McDonald's,-33.90169621927661,151.20151821545278,Fast Food Restaurant
Centennial Park,-33.8977778,151.2338889,Toby’s Estate,-33.89164033396418,151.25038570051998,Coffee Shop
Centennial Park,-33.8977778,151.2338889,David Jones Food Hall,-33.89108642003403,151.2502884695051,Food & Drink Shop
Centennial Park,-33.8977778,151.2338889,Little Evie,-33.89274759856608,151.2142914533615,Café
Centennial Park,-33.8977778,151.2338889,Guzman Y Gomez,-33.89134282691019,151.25118291769365,Mexican Restaurant
Chatswood,-33.794479700000004,151.1818571,Bavarian Bier Cafe,-33.792623345673135,151.17947575773943,German Restaurant
Chatswood,-33.794479700000004,151.1818571,Starbucks,-33.79612251408982,151.18330408293164,Coffee Shop
Chatswood,-33.794479700000004,151.1818571,Whisk Espresso,-33.82209418174402,151.19654945311177,Coffee Shop
Chatswood,-33.794479700000004,151.1818571,Birdwood,-33.813176,151.169973,Café
Chatswood,-33.794479700000004,151.1818571,gram,-33.79725771373065,151.18111547896837,Café
Chatswood,-33.794479700000004,151.1818571,Everyday Canteen,-33.807897,151.185282,Café
Chatswood,-33.794479700000004,151.1818571,Khao Pla,-33.796495679067434,151.1833691534041,Thai Restaurant
Chatswood,-33.794479700000004,151.1818571,Chatswood BBQ Kitchen,-33.7956050207716,151.18488112133943,Chinese Restaurant
Chatswood,-33.794479700000004,151.1818571,Hawker Lane,-33.79602536611721,151.18390447168449,Food Court
Chatswood,-33.794479700000004,151.1818571,The Steam Engine,-33.796704772759504,151.1812167548253,Coffee Shop
Chatswood,-33.794479700000004,151.1818571,Yayoi: Japanese Teishoku Restaurant,-33.79735299961621,151.18520105107712,Japanese Restaurant
Chatswood,-33.794479700000004,151.1818571,Sous Le Soleil,-33.776502,151.181316,French Restaurant
Chatswood,-33.794479700000004,151.1818571,Saigon Rolls,-33.8223555046644,151.19488773526916,Vietnamese Restaurant
Chatswood,-33.794479700000004,151.1818571,Tea Journal,-33.797809194208384,151.18105699636536,Tea Room
Chatswood,-33.794479700000004,151.1818571,Pottery Green Bakers,-33.81391421369657,151.17004183817568,Bakery
Chatswood,-33.794479700000004,151.1818571,KFC,-33.79731575943672,151.18398629718553,Fast Food Restaurant
Chatswood,-33.794479700000004,151.1818571,Salvage Specialty Coffee,-33.80895728341055,151.1835568673033,Café
Chatswood,-33.794479700000004,151.1818571,Manpuku Chatswood,-33.79427485699891,151.18955911960367,Japanese Restaurant
Chatswood,-33.794479700000004,151.1818571,Ramen Genki,-33.80807465545813,151.1849583333398,Ramen Restaurant
Chatswood,-33.794479700000004,151.1818571,Din Tai Fung (鼎泰豐),-33.797367842308866,151.18382663714718,Dumpling Restaurant
Chatswood West,-33.7960029,151.1597081,Bavarian Bier Cafe,-33.792623345673135,151.17947575773943,German Restaurant
Chatswood West,-33.7960029,151.1597081,Birdwood,-33.813176,151.169973,Café
Chatswood West,-33.7960029,151.1597081,Starbucks,-33.79612251408982,151.18330408293164,Coffee Shop
Chatswood West,-33.7960029,151.1597081,McDonald's,-33.78338235028609,151.13044993367708,Fast Food Restaurant
Chatswood West,-33.7960029,151.1597081,Chatswood BBQ Kitchen,-33.7956050207716,151.18488112133943,Chinese Restaurant
Chatswood West,-33.7960029,151.1597081,KFC,-33.79731575943672,151.18398629718553,Fast Food Restaurant
Chatswood West,-33.7960029,151.1597081,Salvage Specialty Coffee,-33.80895728341055,151.1835568673033,Café
Chatswood West,-33.7960029,151.1597081,gram,-33.79725771373065,151.18111547896837,Café
Chatswood West,-33.7960029,151.1597081,Hawker Lane,-33.79602536611721,151.18390447168449,Food Court
Chatswood West,-33.7960029,151.1597081,Khao Pla,-33.796495679067434,151.1833691534041,Thai Restaurant
Chatswood West,-33.7960029,151.1597081,The Steam Engine,-33.796704772759504,151.1812167548253,Coffee Shop
Chatswood West,-33.7960029,151.1597081,Everyday Canteen,-33.807897,151.185282,Café
Chatswood West,-33.7960029,151.1597081,Pottery Green Bakers,-33.81391421369657,151.17004183817568,Bakery
Chatswood West,-33.7960029,151.1597081,Ramen Genki,-33.80807465545813,151.1849583333398,Ramen Restaurant
Chatswood West,-33.7960029,151.1597081,Din Tai Fung (鼎泰豐),-33.797367842308866,151.18382663714718,Dumpling Restaurant
Chatswood West,-33.7960029,151.1597081,Gloria Jean's Coffees,-33.796645,151.182073,Coffee Shop
Chatswood West,-33.7960029,151.1597081,New Shanghai (新上海),-33.79448,151.18596,Chinese Restaurant
Chatswood West,-33.7960029,151.1597081,Yayoi: Japanese Teishoku Restaurant,-33.79735299961621,151.18520105107712,Japanese Restaurant
Chatswood West,-33.7960029,151.1597081,Perilla,-33.79509,151.1379,Vietnamese Restaurant
Chatswood West,-33.7960029,151.1597081,Tea Journal,-33.797809194208384,151.18105699636536,Tea Room
Cheltenham,-33.756944399999995,151.0775,Chicken & Fishhead,-33.75009,151.06544,Café
Cheltenham,-33.756944399999995,151.0775,Assembly Ground,-33.77139752747897,151.08264058828354,Café
Cheltenham,-33.756944399999995,151.0775,Penang Cuisine,-33.77152850925484,151.0809650217302,Malay Restaurant
Cheltenham,-33.756944399999995,151.0775,Harvest Speciality Coffee,-33.749622,151.06566,Café
Cheltenham,-33.756944399999995,151.0775,KFC,-33.73780935350788,151.07437666575538,Fast Food Restaurant
Cheltenham,-33.756944399999995,151.0775,Tung Tong Roong Thai,-33.73855,151.07092,Thai Restaurant
Cheltenham,-33.756944399999995,151.0775,David's Cakes,-33.76474476522525,151.05825495285006,Bakery
Cheltenham,-33.756944399999995,151.0775,Charlotte's Little Sister,-33.73783132151063,151.0706121558366,Café
Cheltenham,-33.756944399999995,151.0775,Domino's Pizza,-33.77121557027251,151.08295165832342,Pizza Place
Cheltenham,-33.756944399999995,151.0775,Chicken Salt,-33.76501,151.05826,Burger Joint
Cheltenham,-33.756944399999995,151.0775,KFC,-33.7400452544425,151.0746486848772,Fast Food Restaurant
Cheltenham,-33.756944399999995,151.0775,Tehwaru,-33.771535,151.081068,Korean Restaurant
Cheltenham,-33.756944399999995,151.0775,Sushi Aka,-33.77133893213374,151.0829051476638,Sushi Restaurant
Cheltenham,-33.756944399999995,151.0775,Golden Garden,-33.747466,151.050459,Chinese Restaurant
Cheltenham,-33.756944399999995,151.0775,Galbi House - Korean Charcoal BBQ Restaurant,-33.77432,151.08203,Korean Restaurant
Cheltenham,-33.756944399999995,151.0775,BCD Korean Tofu House,-33.771607274529536,151.08045844495842,Korean Restaurant
Cheltenham,-33.756944399999995,151.0775,Pho Sam Noodle House,-33.77205337944592,151.08254085445927,Vietnamese Restaurant
Cheltenham,-33.756944399999995,151.0775,Beschico,-33.773352695417564,151.08204779125057,Fried Chicken Joint
Cheltenham,-33.756944399999995,151.0775,The Epping Club,-33.773072351757165,151.0808354584093,Social Club
Cheltenham,-33.756944399999995,151.0775,Gloria Jean's Coffees,-33.773188,151.081676,Coffee Shop
Cherrybrook,-33.722777799999996,151.0461111,The Brook Eatery,-33.720998,151.043627,Restaurant
Cherrybrook,-33.722777799999996,151.0461111,Noodle Hut,-33.72110608209275,151.04402819846567,Noodle House
Cherrybrook,-33.722777799999996,151.0461111,Lil Cilantro,-33.72077981713699,151.04377802812448,Vietnamese Restaurant
Cherrybrook,-33.722777799999996,151.0461111,Coonara Bakery,-33.74465630324204,151.0336009866393,Bakery
Cherrybrook,-33.722777799999996,151.0461111,The Burrow,-33.71404,151.050857,Café
Cherrybrook,-33.722777799999996,151.0461111,Leaf Cafe & Co,-33.73632,151.03212,Café
Cherrybrook,-33.722777799999996,151.0461111,Hungry Jack's,-33.70594001882916,151.0263451694569,Fast Food Restaurant
Cherrybrook,-33.722777799999996,151.0461111,Kamado Japanese Kitchen,-33.721326,151.043169,Japanese Restaurant
Cherrybrook,-33.722777799999996,151.0461111,Pizza Cutters,-33.73056911054282,151.01694960804164,Pizza Place
Cherrybrook,-33.722777799999996,151.0461111,Subway,-33.72146,151.04335,Sandwich Place
Cherrybrook,-33.722777799999996,151.0461111,Benzin Cafe,-33.702974,151.026797,Café
Cherrybrook,-33.722777799999996,151.0461111,Ambi's Chai,-33.738914,151.06998,Café
Cherrybrook,-33.722777799999996,151.0461111,Dosa Hut,-33.703808,151.02626,Indian Restaurant
Cherrybrook,-33.722777799999996,151.0461111,The Honest Chicken,-33.720747,151.0437,Restaurant
Cherrybrook,-33.722777799999996,151.0461111,Bentoya Japanese,-33.719734,151.068702,Japanese Restaurant
Cherrybrook,-33.722777799999996,151.0461111,piccolo me west pennant hills,-33.744512,151.035482,Café
Cherrybrook,-33.722777799999996,151.0461111,Schoolyard Cafe,-33.714143,151.05083,Café
Cherrybrook,-33.722777799999996,151.0461111,Sweet Coconut Thai Restaurant,-33.719868,151.0686,Thai Restaurant
Cherrybrook,-33.722777799999996,151.0461111,Campos Coffee,-33.73983,151.06925,Coffee Shop
Cherrybrook,-33.722777799999996,151.0461111,Cafe Saligna,-33.74491336409005,151.03783660134977,Café
Chester Hill,-33.8835449,150.9994175,A Brothers Kebab,-33.88306095218395,151.000300026466,Mediterranean Restaurant
Chester Hill,-33.8835449,150.9994175,Blaze Charcoal Chicken,-33.883228955400426,151.0005728627353,Fried Chicken Joint
Chester Hill,-33.8835449,150.9994175,Chicken Heaven,-33.88193,151.00218,Fast Food Restaurant
Chester Hill,-33.8835449,150.9994175,Al Tazah,-33.88369,151.02539,Lebanese Restaurant
Chester Hill,-33.8835449,150.9994175,KFC,-33.88160811104884,150.97640599439663,Fast Food Restaurant
Chester Hill,-33.8835449,150.9994175,The Woods Pantry,-33.87906,150.97853,Café
Chester Hill,-33.8835449,150.9994175,Red Rooster,-33.90184,150.99995,Fast Food Restaurant
Chester Hill,-33.8835449,150.9994175,Suhhtan Pizza Bakery,-33.88367060279956,151.0246866760457,Middle Eastern Restaurant
Chester Hill,-33.8835449,150.9994175,The Burger Shed,-33.864035,151.00942,Burger Joint
Chester Hill,-33.8835449,150.9994175,Oporto,-33.899036,150.994222,Fast Food Restaurant
Chester Hill,-33.8835449,150.9994175,Regents Park Food Centre,-33.877087,151.02091815,Diner
Chester Hill,-33.8835449,150.9994175,Regents Park Coffee Lounge,-33.883676737758634,151.02487541763625,Diner
Chester Hill,-33.8835449,150.9994175,Bread Culture,-33.8993,150.99368,Bakery
Chester Hill,-33.8835449,150.9994175,Suhhtan Pizza,-33.90433172315215,151.00609790121692,Pizza Place
Chester Hill,-33.8835449,150.9994175,Minabay Seafood,-33.899172,150.993896,Fish & Chips Shop
Chester Hill,-33.8835449,150.9994175,Lion D'or,-33.902384,151.01473,Bakery
Chester Hill,-33.8835449,150.9994175,Art of Gelato Michelangelo,-33.886272,150.967962,Ice Cream Shop
Chester Hill,-33.8835449,150.9994175,McDonald's,-33.87766196741997,150.97991141457598,Fast Food Restaurant
Chester Hill,-33.8835449,150.9994175,RASHAYS,-33.88918,150.96771,Australian Restaurant
Chester Hill,-33.8835449,150.9994175,McDonald's,-33.900724031544385,150.99883189304978,Fast Food Restaurant
Chifley,-33.970281299999996,151.2394867,Malabar Bakery,-33.962661,151.246115,Bakery
Chifley,-33.970281299999996,151.2394867,Boatshed Cafe,-33.98768980812075,151.23128071706614,Café
Chifley,-33.970281299999996,151.2394867,Food Court,-33.94470990760607,151.2234146866317,Food Court
Chifley,-33.970281299999996,151.2394867,Ribs & Burgers,-33.94469279315819,151.22265912152784,Burger Joint
Chifley,-33.970281299999996,151.2394867,Dumpling Queen,-33.94454,151.222965,Dumpling Restaurant
Chifley,-33.970281299999996,151.2394867,Starbucks,-33.944884,151.224205,Coffee Shop
Chifley,-33.970281299999996,151.2394867,Pavilion Beachfront Maroubra,-33.948231809508705,151.2565142781578,Café
Chifley,-33.970281299999996,151.2394867,Fish n Chix,-33.94473061788474,151.22416734695435,Seafood Restaurant
Chifley,-33.970281299999996,151.2394867,Battered At The Bay,-33.987393,151.232338,Fish & Chips Shop
Chifley,-33.970281299999996,151.2394867,House Of Pie,-33.95966793748753,151.23133461461936,Bakery
Chifley,-33.970281299999996,151.2394867,Coco Cafe,-33.94505958325192,151.2255900962661,Café
Chifley,-33.970281299999996,151.2394867,Cozy Corner cafe & restaurant,-33.951707,151.230373,Café
Chifley,-33.970281299999996,151.2394867,Cafe Doma,-33.94505808704326,151.22580256654044,Café
Chifley,-33.970281299999996,151.2394867,Juniors at the Junction,-33.94366418576186,151.24046160197796,General Entertainment
Chifley,-33.970281299999996,151.2394867,Vivaldi Kitchen,-33.957676,151.23117,Italian Restaurant
Chifley,-33.970281299999996,151.2394867,Randwick Golf Course,-33.96906913761411,151.25377362869278,Golf Course
Chifley,-33.970281299999996,151.2394867,Lang Suan,-33.94478971862852,151.22270344962482,Thai Restaurant
Chifley,-33.970281299999996,151.2394867,Subway,-33.95509985090856,151.22716374127637,Sandwich Place
Chifley,-33.970281299999996,151.2394867,Crystal Gardens Chinese Restaurant,-33.96257,151.2459,Chinese Restaurant
Chifley,-33.970281299999996,151.2394867,Bondi Pizza,-33.94481,151.22426,Pizza Place
Chippendale,-33.886329100000005,151.19982109999998,Spice Alley,-33.88504134022075,151.20173488585613,Street Food Gathering
Chippendale,-33.886329100000005,151.19982109999998,Et Al,-33.87295234265801,151.22427024499234,Australian Restaurant
Chippendale,-33.886329100000005,151.19982109999998,Hungry Chefs,-33.9011805,151.20972189999998,Café
Chippendale,-33.886329100000005,151.19982109999998,1909 Dining Precinct,-33.87987,151.20358,Food Court
Chippendale,-33.886329100000005,151.19982109999998,McDonald's,-33.88797308412487,151.1718182439314,Fast Food Restaurant
Chippendale,-33.886329100000005,151.19982109999998,McDonald's,-33.87462830946441,151.2016441783219,Fast Food Restaurant
Chippendale,-33.886329100000005,151.19982109999998,Westfield Sydney Central Plaza Food Court,-33.870339258946316,151.20793885878575,Food Court
Chippendale,-33.886329100000005,151.19982109999998,Tramsheds,-33.87657370699242,151.17796595223243,Food Court
Chippendale,-33.886329100000005,151.19982109999998,CJ's Central,-33.88304102162193,151.207270157437,Café
Chippendale,-33.886329100000005,151.19982109999998,Yomie’s Rice × Yogurt,-33.879619405140865,151.2046167254448,Dessert Shop
Chippendale,-33.886329100000005,151.19982109999998,The Grounds of Alexandria,-33.91077412580883,151.194405534518,Café
Chippendale,-33.886329100000005,151.19982109999998,Gateway Foodcourt,-33.862051,151.209879,Food Court
Chippendale,-33.886329100000005,151.19982109999998,Ippudo 一風堂,-33.87051,151.20892,Ramen Restaurant
Chippendale,-33.886329100000005,151.19982109999998,Starbucks,-33.87221376703642,151.20675377063188,Coffee Shop
Chippendale,-33.886329100000005,151.19982109999998,Bourke Street Bakery,-33.88949064363281,151.2149628453617,Bakery
Chippendale,-33.886329100000005,151.19982109999998,Reuben Hills Coffee Roastery & Café,-33.882866431534566,151.2110135773223,Café
Chippendale,-33.886329100000005,151.19982109999998,Little Evie,-33.89274759856608,151.2142914533615,Café
Chippendale,-33.886329100000005,151.19982109999998,Artificer Specialty Coffee Bar & Roastery,-33.88708868718541,151.21533119031227,Coffee Shop
Chippendale,-33.886329100000005,151.19982109999998,Chat Thai | ชาติไทย (Chat Thai),-33.87922203929085,151.20635773683776,Thai Restaurant
Chippendale,-33.886329100000005,151.19982109999998,McDonald's,-33.90169621927661,151.20151821545278,Fast Food Restaurant
Chipping Norton,-33.919686999999996,150.96307109999998,Gloria Jean's Coffees,-33.914513,150.961923,Coffee Shop
Chipping Norton,-33.919686999999996,150.96307109999998,Subway,-33.92867,150.94842,Sandwich Place
Chipping Norton,-33.919686999999996,150.96307109999998,McDonald's,-33.89727300050294,150.95324900542687,Fast Food Restaurant
Chipping Norton,-33.919686999999996,150.96307109999998,BP,-33.92839,150.9772,Gas Station
Chipping Norton,-33.919686999999996,150.96307109999998,Ready Yo Start Cooking,-33.911946,150.933285,Australian Restaurant
Chipping Norton,-33.919686999999996,150.96307109999998,Lebanese & Arabic Food Industry,-33.928662,150.959881,Falafel Restaurant
Chipping Norton,-33.919686999999996,150.96307109999998,Frankie's Food Factory,-33.9338,150.97787,Restaurant
Chipping Norton,-33.919686999999996,150.96307109999998,Oporto,-33.897976,150.95263,Fast Food Restaurant
Chipping Norton,-33.919686999999996,150.96307109999998,KFC,-33.928663264243205,150.9814536335301,Fast Food Restaurant
Chipping Norton,-33.919686999999996,150.96307109999998,The Doughnut Mum,-33.91002982328022,150.93974590301514,Donut Shop
Chipping Norton,-33.919686999999996,150.96307109999998,Four Litte Foxes,-33.941097,150.9798,Café
Chipping Norton,-33.919686999999996,150.96307109999998,Annie's Bakery,-33.914177,150.962032,Bakery
Chipping Norton,-33.919686999999996,150.96307109999998,The Food Lover's Market,-33.929279504160405,150.9531159158912,Farmers Market
Chipping Norton,-33.919686999999996,150.96307109999998,Domino's Pizza,-33.932888,150.94908,Pizza Place
Chipping Norton,-33.919686999999996,150.96307109999998,Taste Baguette,-33.920402,150.932057,Coffee Shop
Chipping Norton,-33.919686999999996,150.96307109999998,Thai Elephant,-33.938061,150.988073,Thai Restaurant
